Timestamp,Meter_ID,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Avg_Past_Consumption
2017-09-07 00:00:00,Meter_278,0.1048838261942349,0.465544775,0.451184413,0.458729286,0.539873736
2017-09-07 00:30:00,Meter_278,0.2825780250071151,0.28541499,0.40828897,0.470360413,0.614723961
2017-09-07 01:00:00,Meter_278,0.4475492730051598,0.482095087,0.512308397,0.576241387,0.757044352
2017-09-07 01:30:00,Meter_278,0.1139381503389696,0.624740948,0.672020668,0.373003791,0.673980949
2017-09-07 02:00:00,Meter_278,0.1966967624729683,0.355389381,0.382767423,0.361111263,0.618606659
2017-09-07 02:30:00,Meter_278,0.4922219836278632,0.667102279,0.643163539,0.611003511,0.703225129
2017-09-07 03:00:00,Meter_278,0.3887548451296325,0.591854183,0.381205232,0.407143788,0.718049846
2017-09-07 03:30:00,Meter_278,0.2053038247729753,0.427858283,0.371512346,0.311121415,0.663703186
2017-09-07 04:00:00,Meter_278,0.4142210686121242,0.507400285,0.616383297,0.404446252,0.668736139
2017-09-07 04:30:00,Meter_278,0.2361323411274979,0.740891777,0.631570587,0.42305077,0.622713727
2017-09-07 05:00:00,Meter_278,0.2597823312193371,0.624837403,0.621205895,0.649194925,0.607017185
2017-09-07 05:30:00,Meter_278,0.3861900448680749,0.527572625,0.302709214,0.573597832,0.587569334
2017-09-07 06:00:00,Meter_278,0.0452235243014598,0.494496272,0.427604171,0.600314344,0.422855206
2017-09-07 06:30:00,Meter_278,0.0666867174814214,0.536674929,0.617029043,0.561018733,0.351397753
2017-09-07 07:00:00,Meter_278,0.2930911606403825,0.457714164,0.502186226,0.576167271,0.33566837
2017-09-07 07:30:00,Meter_278,0.2391035915773752,0.243932311,0.338289335,0.380098202,0.211422815
2017-09-07 08:00:00,Meter_278,0.497719831626023,0.80045814,0.563436389,0.438820816,0.189699989
2017-09-07 08:30:00,Meter_278,0.2791053405195897,0.547238762,0.391031805,0.343887459,0.168678798
2017-09-07 09:00:00,Meter_278,0.1665987189679702,0.579825989,0.759807755,0.437394875,0.074975475
2017-09-07 09:30:00,Meter_278,0.6428109084335304,0.518622507,0.723113836,0.544718654,0.167442246
2017-09-07 10:00:00,Meter_278,0.3683557279946537,0.427739718,0.584860404,0.47879287,0.178944038
2017-09-07 10:30:00,Meter_278,0.4123206018469766,0.50144241,0.69609715,0.619984549,0.170582815
2017-09-07 11:00:00,Meter_278,0.1848069060553196,0.311751913,0.505603016,0.325712039,0.193999832
2017-09-07 11:30:00,Meter_278,0.3201669900454839,0.831983335,0.60857123,0.522660285,0.250586928
2017-09-07 12:00:00,Meter_278,0.3947690627485744,0.360719899,0.713249589,0.31288887,0.282856198
2017-09-07 12:30:00,Meter_278,0.1655113588758539,0.387901933,0.532160089,0.473945289,0.276233598
2017-09-07 13:00:00,Meter_278,0.3946365586541863,0.467310189,0.458578398,0.551464344,0.27917914
2017-09-07 13:30:00,Meter_278,0.2566114033691956,0.699256141,0.24556686,0.436913253,0.293913175
2017-09-07 14:00:00,Meter_278,0.2545636077792059,0.528340978,0.48386371,0.528765318,0.347627853
2017-09-07 14:30:00,Meter_278,0.211267631067359,0.360501982,0.617092911,0.347508493,0.24853242
2017-09-07 15:00:00,Meter_278,0.5740310543637045,0.69472852,0.635053148,0.263055124,0.348140698
2017-09-07 15:30:00,Meter_278,0.252654156396245,0.624495566,0.570203558,0.529473499,0.344256872
2017-09-07 16:00:00,Meter_278,0.0511318765466987,0.598652873,0.416530876,0.671874839,0.361850226
2017-09-07 16:30:00,Meter_278,0.3846847202110743,0.622446786,0.205563917,0.343152092,0.427371756
2017-09-07 17:00:00,Meter_278,0.0049215154672715,0.847721925,0.423303463,0.609272885,0.363535632
2017-09-07 17:30:00,Meter_278,0.255915570658185,0.819637881,0.451354094,0.467856475,0.42871825
2017-09-07 18:00:00,Meter_278,0.0,0.434235289,0.45009256,0.302404898,0.316776046
2017-09-07 18:30:00,Meter_278,0.0,0.744322407,0.586985315,0.326900995,0.281902206
2017-09-07 19:00:00,Meter_278,0.1419569015052129,0.577815767,0.787899731,0.464540685,0.305320322
2017-09-07 19:30:00,Meter_278,0.2437233061222983,0.593373483,0.514235236,0.414123901,0.369559419
2017-09-07 20:00:00,Meter_278,0.1598450581929636,0.299287762,0.46422987,0.305137627,0.288987643
2017-09-07 20:30:00,Meter_278,0.1121713977277656,0.503527736,0.45798546,0.259414136,0.284091192
2017-09-07 21:00:00,Meter_278,0.0587774396487169,0.417311314,0.514360971,0.361066594,0.320357972
2017-09-07 21:30:00,Meter_278,0.0,0.637520966,0.374353625,0.485898144,0.210059944
2017-09-07 22:00:00,Meter_278,0.0055627014459518,0.670134955,0.513745758,0.461879101,0.234074565
2017-09-07 22:30:00,Meter_278,0.0518804185721806,0.247993686,0.562333352,0.402513783,0.201983021
